,title,item_opened_by,current_status,labels,created_by,location,contrib_type,repo,type
1381,Feature - [needs more info for people to help]: add review meta to package cards,2023-07-03 20:08:05,open,"enhancement, help wanted, sprintable, feature:content",lwasser,United States,staff,pyopensci.github.io,issues
1382,✨ Create website CI build to update packages.yml which updates our website packaging landing page,2023-07-03 19:51:52,closed,"enhancement, help wanted, sprintable",lwasser,United States,staff,pyopensci.github.io,issues
1383,Update new contributors,2023-07-01 01:14:13,closed,,github-actions[bot],,staff,pyopensci.github.io,issues
1384,More mobile fixes,2023-06-23 19:17:48,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1385,Fix: mobile styles tweaks,2023-06-23 16:33:47,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1386,✨ Website: Fix mobile css styles for website navigation - search and drop down (css / SASS),2023-06-22 14:56:36,closed,"enhancement, help wanted, sprintable, feature:theme",lwasser,United States,staff,pyopensci.github.io,issues
1387,FEAT: Community package listing pages for astropy + SunPy,2023-06-22 14:48:45,open,,lwasser,United States,staff,pyopensci.github.io,issues
1388,Fix nav and search bar css issues,2023-06-19 16:51:52,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1389,Minor fix - add mentored sprints link,2023-06-15 19:18:37,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1390,Pycon23 second blog post,2023-06-15 16:23:30,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1391,✨ Bug: Community filter issues - some community members are tagged with contribution types that are incorrect - beginner friendly (text update to contributor YAML FILE)!,2023-06-14 17:55:56,closed,"bug, help wanted, good first issue, sprintable",lwasser,United States,staff,pyopensci.github.io,issues
1392,Update new contributors,2023-06-14 17:27:18,closed,,github-actions[bot],,staff,pyopensci.github.io,issues
1393,Fix: new favicon and optimize codespell,2023-06-14 15:57:13,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1394,Fix: setup metadata update as cron,2023-06-13 21:03:19,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1395,Add: pycon 2023 david lightning talk blog,2023-06-13 20:53:15,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1396,Breakout of mm theme and update home page,2023-06-13 17:56:30,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1397,✨ Add support for deploy previews on PRs (e.g. w/Netlify),2023-06-09 04:05:59,closed,"help wanted, sprintable",CAM-Gerlach,"Huntsville, AL, United States",staff,pyopensci.github.io,issues
1398,"Fix: highlighted packages, editor grid css",2023-06-08 20:21:34,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1399,Update new contributors,2023-06-06 15:40:42,closed,,github-actions[bot],,staff,pyopensci.github.io,issues
1400,Update: move afscgap to top,2023-06-06 15:39:01,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1401,Update: Jonny's contrib info on the website,2023-06-04 17:48:14,closed,,JonnyTran,"Seattle, WA",staff,pyopensci.github.io,issues
1402,Update new contributors,2023-06-02 23:41:13,closed,,github-actions[bot],,staff,pyopensci.github.io,issues
1403,Update: Jonny's contrib info on the website (might need a fresh PR),2023-06-01 17:26:03,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1404,Update: Meenal --> full editor ✨ ,2023-06-01 15:32:06,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1405,Update contributors.yml for afscgap,2023-05-31 18:54:26,closed,,sampottinger,,staff,pyopensci.github.io,issues
1406,Add afscgap to packages.yaml,2023-05-31 18:42:48,closed,,sampottinger,,staff,pyopensci.github.io,issues
1407,Add: test action install pyosmeta,2023-05-26 22:37:44,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1408,Fix: update contribs list,2023-05-26 21:30:19,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1409,New config,2023-05-25 00:07:13,closed,,crazy4pi314,"Seattle, WA",staff,pyopensci.github.io,issues
1410,Move website to new actions build for pages,2023-05-22 19:53:57,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1411,Add Juanita's introductory blogpost,2023-05-20 21:37:22,closed,,juanis2112,"Santa Cruz, California",staff,pyopensci.github.io,issues
1412,"Add missing doc links to Devicely, Jointly and Pystiche",2023-05-13 20:40:56,closed,,juanis2112,"Santa Cruz, California",staff,pyopensci.github.io,issues
1413,"Fix: remove ""asd"" characters from packaging submission name",2023-05-07 23:40:30,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1414,Fix: remove www. from github url as it's returning a 301,2023-05-05 00:59:44,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1415,Fix: broken link in moving pandas blog,2023-05-05 00:51:18,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1416,Fix Packages Page Listing Missing Maintainer,2023-04-28 02:33:13,closed,,bbulpett,Gotham,staff,pyopensci.github.io,issues
1417,✨ Feature: Add isotope filtering to contributors page on the website using the contrib_type in the contributors.yml website data file,2023-04-24 18:16:40,closed,"help wanted, sprintable",lwasser,United States,staff,pyopensci.github.io,issues
1418,✨ Update: contributor list from pycon event,2023-04-24 17:14:31,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1419,✨ Fix: packages page listing - many of the packages have missing maintainer,2023-04-24 16:54:51,closed,"help wanted, sprintable",lwasser,United States,staff,pyopensci.github.io,issues
1420,"✨ Add an ""Our Purpose"" section on the website's landing page",2023-04-22 21:53:00,closed,"enhancement, help wanted, good first issue, :sparkles: community feedback welcome :sparkles:, sprintable, feature:content",ForgottenProgramme,"Berlin, Germany",staff,pyopensci.github.io,issues
1421,Fix: isotope grid on mobile,2023-04-19 15:18:12,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1422,Fix: run precommit on website files,2023-04-18 22:52:27,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1423,Add: Update logo on website + new editors on team! ✨ ,2023-04-18 22:34:17,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1424,Fix: ensure newer contributors are at the top,2023-04-16 14:04:54,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1425,Fix: pynteny spelling,2023-04-13 22:47:57,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1426,Update: new contributors across all repositories,2023-04-13 21:01:20,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1427,Update: contribs across repos,2023-04-13 20:36:06,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1428,Add missing crowsetta reviewers,2023-04-13 18:47:34,closed,,cmarmo,,staff,pyopensci.github.io,issues
1429,Add xclim package details,2023-04-12 17:54:52,closed,,Zeitsperre,"Montreal, Canada",staff,pyopensci.github.io,issues
1430,Add Agustina information in contributors.yml file,2023-04-11 23:37:05,closed,,aguspesce,"British Columbia, Canada",staff,pyopensci.github.io,issues
1431,Add crowsetta docs + citation links to packages.yml,2023-04-06 15:46:55,closed,,NickleDave,Charm City,staff,pyopensci.github.io,issues
1432,Add: pradyun to advisory council,2023-04-05 23:49:22,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1433,Blog: add flit blog / overview,2023-04-04 20:38:55,open,,lwasser,United States,staff,pyopensci.github.io,issues
1434,Tutorial[new]: intro to python typing,2023-04-04 20:35:16,open,,lwasser,United States,staff,pyopensci.github.io,issues
1435,Add crowsetta in packages and in contributors,2023-03-29 13:14:12,closed,,NickleDave,Charm City,staff,pyopensci.github.io,issues
1436,Update contributors.yml,2023-03-29 01:22:19,closed,,rhine3,"Pittsburgh, PA, USA",staff,pyopensci.github.io,issues
1437,Notes for a website update,2023-03-28 23:36:39,open,feature:theme,sneakers-the-rat,,staff,pyopensci.github.io,issues
1438,"""Technical and domain scope requirements"" link broken",2023-03-27 20:11:07,closed,,astrojuanlu,Spain,staff,pyopensci.github.io,issues
1439,Fix: header typo,2023-03-23 19:36:25,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1440,Add isotope code to site,2023-03-23 16:22:31,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1441,Add: packaging blog and close down job ad,2023-03-22 19:19:12,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1442,Add: inessa to advisory council,2023-03-21 23:54:49,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1443,Fix mobile styles,2023-03-18 00:51:30,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1444,Update packages.yml,2023-03-11 20:56:29,closed,,Robaina,Atlantic Ocean,staff,pyopensci.github.io,issues
1445,Add: matomo analytics to website,2023-03-01 17:17:28,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1446,Add: new contributors to website,2023-03-01 00:21:57,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1447,Update packages.yml,2023-02-09 11:53:47,closed,,arianesasso,"Berlin, Germany",staff,pyopensci.github.io,issues
1448,docs: Add batalex to editors in contributors.yml,2023-02-02 10:21:31,closed,,Batalex,,staff,pyopensci.github.io,issues
1449,Add: update get involved page,2023-01-31 01:26:23,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1450,Add: job posting for comm manager,2023-01-26 20:55:17,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1451,Fix: add link back to mastodon for validation,2023-01-25 01:11:31,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1452,Fix: links and add packages to editor lists + remove sort,2023-01-24 19:12:23,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1453,Add Chiara (myself... :) ) to editors,2023-01-24 03:55:10,closed,,cmarmo,,staff,pyopensci.github.io,issues
1454,Add: Yuvi as advisory council - Add myself 🎉 ,2023-01-18 21:34:17,closed,,yuvipanda,,staff,pyopensci.github.io,issues
1455,"Fix: Update contributors, broken links and css fix ✨ ",2023-01-18 00:42:44,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1456,Fix: redirect pages in new peer review guide layout,2023-01-18 00:41:50,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1457,migrate to GA 4,2022-11-30 00:24:34,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1458,ADD: redirect for coc,2022-11-22 20:55:25,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1459,FEAT: add editorial board back and move packages to grid template,2022-11-21 17:59:01,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1460,Peer review redesign,2022-11-21 17:31:09,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1461,Fill out social block for David N. in contributors.yml,2022-11-11 03:15:29,closed,,NickleDave,Charm City,staff,pyopensci.github.io,issues
1462,✨  Add issue templates for new issues to website repository,2022-11-10 16:31:04,closed,"enhancement, help wanted, good first issue, sprintable, feature:automation",NickleDave,Charm City,staff,pyopensci.github.io,issues
1463,✨ Add webrick to Gemfile? To fix error when building locally - ruby gem build,2022-11-10 02:12:04,closed,"bug, help wanted, sprintable",NickleDave,Charm City,staff,pyopensci.github.io,issues
1464,Adding my info in the contributors.yml,2022-11-09 13:25:44,closed,,ocefpaf,"Florianópolis, SC",staff,pyopensci.github.io,issues
1465,INFRA: fix and cleanup community grid,2022-11-08 23:22:11,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1466,CONTENT: fix landing page link to peer review,2022-11-08 20:15:48,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1467,Add redirects to site and custom 404,2022-11-08 12:18:39,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1468,Add drop downs & redirects to pyos,2022-11-07 23:54:06,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1469,✨ Redirects for broken links:  create markdown file for each url that needs to be redirected - skills needed - submit a PR to github and creating new .md files and editing them,2022-11-03 21:00:00,closed,"bug, help wanted, good first issue, sprintable",lwasser,United States,staff,pyopensci.github.io,issues
1470,CONTENT: two new blogs on package health ,2022-11-03 16:17:58,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1471,INFRA: Build site on PR & fix links throughout,2022-11-03 14:07:27,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1472,CONTENT: Fix link to author-guide in python-packages.md,2022-11-02 21:23:20,closed,,NickleDave,Charm City,staff,pyopensci.github.io,issues
1473,"broken link: ""Ready to submit a package for review?""",2022-10-28 15:55:38,closed,,NickleDave,Charm City,staff,pyopensci.github.io,issues
1474,Add .circleci/config.yml,2022-10-24 22:04:36,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1475,BLOG: why metrics matter and package health,2022-10-24 15:12:10,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1476,BLOG: why FOSS matters to science,2022-10-24 13:17:42,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1477,Redo footer to support easier-to-find comments on blog posts,2022-10-19 19:39:57,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1478,Comments are not working,2022-10-19 19:26:50,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1479,"INFRA: ignore fonts url, small style changes and add comments",2022-10-19 17:53:46,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1480,BLOG: python package health and some style updates,2022-10-18 21:05:45,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1481,Fix fonts: try 3,2022-10-17 23:30:46,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1482,STYLE: Fix header issue remove extra spaces,2022-10-17 22:04:24,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1483,Update package info in package.yml file to support new website view. ,2022-10-17 21:15:08,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1484,Peer review redesign,2022-10-12 21:56:58,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1485,Create build to grab information for packages,2022-10-12 19:01:59,closed,help wanted,lwasser,United States,staff,pyopensci.github.io,issues
1486,Add Dropdowns to pyos website,2022-10-10 22:32:03,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1487,"How are packages listed on the website: add docs link, version, code repo link (the health check is awesome we just can't do that yet)",2022-10-04 19:00:22,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1488,Bad link fixing typo,2022-10-04 16:55:07,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1489,Categories and tags,2022-10-03 18:29:56,open,"enhancement, :sparkles: community feedback welcome :sparkles:, feature:theme",lwasser,United States,staff,pyopensci.github.io,issues
1490,MISSING: link to sign up to review ,2022-09-28 22:49:25,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1491,"CI: add ci action to build site and run html proofer to check for links, alt tags etc (accessibility)",2022-09-28 14:29:16,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1492,BLOG: editorial board updates-call for editors,2022-09-27 17:09:28,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1493,CODE: redo of community page and added advisory,2022-09-26 20:10:23,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1494,Create content page on cookie cutter recommendations,2022-09-22 17:04:48,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1495,CI to build site,2022-09-19 21:17:23,closed,help wanted,lwasser,United States,staff,pyopensci.github.io,issues
1496,BUG: CSS incorrect width spacing fix,2022-09-19 21:16:10,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1497,switch site to sphinx + myst-parser?,2022-09-19 20:18:38,closed,question,NickleDave,Charm City,staff,pyopensci.github.io,issues
1498,Packages page and peer review updates,2022-09-19 19:42:10,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1499,We use all contributors i think in this repo but it hasn't been updating. why?,2022-09-16 18:54:45,closed,help wanted,lwasser,United States,staff,pyopensci.github.io,issues
1500,Add SimonMolinsky (Szymon Molinski) to contributors,2022-09-16 06:43:44,closed,,SimonMolinsky,European Union,staff,pyopensci.github.io,issues
1501,Collecting home page feedback here!!,2022-09-15 17:27:57,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1502,Splash 2022,2022-09-14 22:52:53,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1503,2022 new ed,2022-09-12 22:21:17,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1504,Adding a few links to the blog,2022-09-12 21:34:32,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1505,add empty blog so there is a link,2022-09-12 15:02:22,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1506,new ed blog pyos updates sept 2022,2022-09-11 00:59:47,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1507,Sept 2022 blog - updates,2022-09-10 21:46:42,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1508,Add Julius Busecke to contributors,2022-09-08 20:15:24,closed,,jbusecke,"Brooklyn, New York",staff,pyopensci.github.io,issues
1509,Add PyGMT,2022-09-06 22:07:47,closed,,weiji14,,staff,pyopensci.github.io,issues
1510,update edgarriba contributor info,2022-09-02 09:00:02,closed,,edgarriba,"Barcelona, Spain",staff,pyopensci.github.io,issues
1511,update sevivi contributors,2022-09-02 06:36:50,closed,,pmeier,Germany,staff,pyopensci.github.io,issues
1512,Add reviwer to contributors,2022-01-10 19:02:45,closed,,AlexS12,Madrid (Spain),staff,pyopensci.github.io,issues
1513,Update contributors.yml,2022-01-10 18:08:56,closed,,arthur-e,"Missoula, MT",staff,pyopensci.github.io,issues
1514,Update packages.yml,2022-01-10 14:27:01,closed,,arianesasso,"Berlin, Germany",staff,pyopensci.github.io,issues
1515,fix indent on line 337 of contributors.yml,2021-09-18 01:42:33,closed,,NickleDave,Charm City,staff,pyopensci.github.io,issues
1516,fix indent on line 337 of contributors.yml,2021-09-18 01:38:11,closed,,NickleDave,Charm City,staff,pyopensci.github.io,issues
1517,"Add Physcraper, snacktavish and LunaSare to pyOpenSci website",2021-09-16 23:17:15,closed,,snacktavish,,staff,pyopensci.github.io,issues
1518,Add arianesasso,2021-08-24 13:11:52,closed,,arianesasso,"Berlin, Germany",staff,pyopensci.github.io,issues
1519,Add devicely,2021-08-24 13:07:04,closed,,arianesasso,"Berlin, Germany",staff,pyopensci.github.io,issues
1520,Setup Search Console,2021-06-03 16:40:06,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1521,Broken link - package-review tag,2021-06-03 16:31:15,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1522,Update contributors.yml,2021-05-13 15:47:45,closed,,mluerig,Sweden,staff,pyopensci.github.io,issues
1523,Update packages.yml,2021-05-13 15:40:03,closed,,mluerig,Sweden,staff,pyopensci.github.io,issues
1524,added ksielemann (reviewer) to contributors.yml,2021-05-07 06:35:58,closed,,ksielemann,,staff,pyopensci.github.io,issues
1525,Update contributors.yml,2021-04-30 20:44:17,closed,,JonnyTran,"Seattle, WA",staff,pyopensci.github.io,issues
1526,Adding openomics to the list of pyOpenSci packages,2021-04-27 18:23:01,closed,,JonnyTran,"Seattle, WA",staff,pyopensci.github.io,issues
1527,"Added pydov to package list, and the group of DOV-Vlaanderen as packa…",2021-02-19 11:31:30,closed,,pjhaest,Belgium,staff,pyopensci.github.io,issues
1528,certificate error when connecting to https://pyopensci.org,2020-11-14 05:17:43,closed,bug,tcaduser,"Austin, TX",staff,pyopensci.github.io,issues
1529,Add pmeier and edgarriba #55,2020-10-14 11:56:26,closed,,NickleDave,Charm City,staff,pyopensci.github.io,issues
1530,add Philip Meier and Edgar Arriba as contributors,2020-10-14 11:43:59,closed,,NickleDave,Charm City,staff,pyopensci.github.io,issues
1531,add pystiche to packages,2020-10-08 18:32:55,closed,,pmeier,Germany,staff,pyopensci.github.io,issues
1532,fix: Correct URL endpoints to pyOpenSci/contributing-guide,2020-10-02 17:03:45,closed,,matthewfeickert,"Denton, Texas",staff,pyopensci.github.io,issues
1533,"""review process and scope"" on homepage link 404's",2020-10-02 16:53:24,closed,,matthewfeickert,"Denton, Texas",staff,pyopensci.github.io,issues
1534,Add pyrolite,2020-06-08 03:00:44,closed,,morganjwilliams,"VIC, Australia",staff,pyopensci.github.io,issues
1535,add instructions for setting up dev environment for site to README,2020-05-21 18:13:58,closed,,NickleDave,Charm City,staff,pyopensci.github.io,issues
1536,add dev instructions for website dev setup,2020-05-11 15:44:23,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1537,Consider updating to sphinx for the website ,2020-04-30 17:55:39,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1538,Add movingpandas post,2020-04-29 19:00:33,closed,,anitagraser,,staff,pyopensci.github.io,issues
1539,Add martinfleis as a reviewer,2020-04-09 09:15:41,closed,,martinfleis,Prague,staff,pyopensci.github.io,issues
1540,Entries for MovingPandas,2020-03-20 11:32:48,closed,,anitagraser,,staff,pyopensci.github.io,issues
1541,add post about mentoring,2020-03-15 15:54:06,closed,,NickleDave,Charm City,staff,pyopensci.github.io,issues
1542,update svg to png file,2020-03-07 16:09:56,closed,,cosmicBboy,"Atlanta, GA, US",staff,pyopensci.github.io,issues
1543,update logo url location,2020-03-04 19:02:28,closed,,cosmicBboy,"Atlanta, GA, US",staff,pyopensci.github.io,issues
1544,Setup  CI testing of Website Build ,2019-12-12 18:38:03,closed,help wanted,lwasser,United States,staff,pyopensci.github.io,issues
1545,Fix contributors page,2019-12-12 15:31:32,closed,,xuanxu,Madrid,staff,pyopensci.github.io,issues
1546,change external links in home.md to liquid tags,2019-12-06 01:29:19,closed,,NickleDave,Charm City,staff,pyopensci.github.io,issues
1547,link to packages broken on front page,2019-12-05 19:22:18,closed,bug,NickleDave,Charm City,staff,pyopensci.github.io,issues
1548,Fix typo,2019-11-19 14:36:26,closed,,cosmicBboy,"Atlanta, GA, US",staff,pyopensci.github.io,issues
1549,minor fixes to flow/grammar,2019-11-18 18:05:29,closed,,cosmicBboy,"Atlanta, GA, US",staff,pyopensci.github.io,issues
1550,adding earthpy to website,2019-11-13 22:55:29,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1551,post/pandera,2019-11-09 22:26:56,closed,,cosmicBboy,"Atlanta, GA, US",staff,pyopensci.github.io,issues
1552,joss wording,2019-10-29 03:06:34,closed,,choldgraf,California,staff,pyopensci.github.io,issues
1553,Add jlpalomino to contributors.yml,2019-10-25 22:51:36,closed,,jlpalomino,,staff,pyopensci.github.io,issues
1554,Adding blog page to website!!,2019-10-25 16:59:57,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1555,updating language about joss and members,2019-10-24 15:17:26,closed,,choldgraf,California,staff,pyopensci.github.io,issues
1556,Update Contributor list,2019-10-17 19:51:53,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1557,update from master,2019-10-17 19:51:27,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1558,Add pandera packages collection,2019-10-17 19:51:09,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1559,Add Ivan Ogasawara as contributor.,2019-10-16 01:40:24,closed,,xmnlab,Earth,staff,pyopensci.github.io,issues
1560,Add contributors yml file,2019-10-10 19:16:48,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1561,add pandera to _packages,2019-10-04 03:05:46,closed,,cosmicBboy,"Atlanta, GA, US",staff,pyopensci.github.io,issues
1562,Very minor text updates to make it more clear how submission works,2019-10-01 19:45:43,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1563,Add a package listing page to the website,2019-09-17 20:19:12,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1564,fixing formatting,2019-08-28 22:53:51,closed,,choldgraf,California,staff,pyopensci.github.io,issues
1565,adding custom types,2019-08-28 22:44:41,closed,,choldgraf,California,staff,pyopensci.github.io,issues
1566,Testing the all contributors bot,2019-08-23 16:19:15,closed,,choldgraf,California,staff,pyopensci.github.io,issues
1567,Add list of collaborators to website,2019-08-06 15:44:33,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1568,Add list of packages underreview and approved to website ,2019-08-06 15:43:07,closed,,lwasser,United States,staff,pyopensci.github.io,issues
1569,SETUP Google Analytics for the website,2019-06-03 16:30:51,closed,help wanted,lwasser,United States,staff,pyopensci.github.io,issues
1570,Fix Github link site footer,2019-03-19 00:34:57,closed,,leouieda,"São Paulo, Brazil",staff,pyopensci.github.io,issues
1693,Enh: add sponsor page,2023-12-31 19:57:07,open,"DO-NOT-MERGE, feature:content",kierisi,"Chicago, IL",staff,pyopensci.github.io,pulls
1694,Enh: New volunteer page,2023-12-31 19:32:00,closed,,kierisi,"Chicago, IL",staff,pyopensci.github.io,pulls
1695,Fix: isotope styles cleanup + role fixes,2023-12-30 01:46:30,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1696,Add: links and fresh images to avoid redundancy,2023-12-30 00:28:23,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1697,Add: new blog post - czi funding announcement,2023-12-29 20:22:27,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1698,Fix: update contrib type so list includes editorial team,2023-12-27 20:15:33,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1699,Update contributor and review data,2023-12-27 19:49:11,closed,,github-actions[bot],,staff,pyopensci.github.io,pulls
1700,Fix: add Bane as editor,2023-12-27 19:43:43,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1701,Fix: link to community partners,2023-12-21 18:08:29,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1702,Add: lauren yee as new editor,2023-12-21 18:05:14,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1703,Update contributor and review data,2023-12-15 01:22:57,closed,,github-actions[bot],,staff,pyopensci.github.io,pulls
1704,Update contributor and review data,2023-12-14 23:39:31,closed,,github-actions[bot],,staff,pyopensci.github.io,pulls
1705,Update contributor and review data,2023-12-14 23:32:17,closed,,github-actions[bot],,staff,pyopensci.github.io,pulls
1706,Fix: my title doesn't say founder!,2023-12-14 18:27:24,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1707,Fix: partner page - align styles across pages,2023-12-04 23:25:23,closed,"high-priority, reviews-welcome",lwasser,United States,staff,pyopensci.github.io,pulls
1708,FIX: Title edit for new community manager blog post,2023-11-29 22:10:08,closed,,kierisi,"Chicago, IL",staff,pyopensci.github.io,pulls
1709,Fix: add jesse to blog author list,2023-11-29 22:03:48,closed,,kierisi,"Chicago, IL",staff,pyopensci.github.io,pulls
1710,Remove html-proofer action and add lychee action for link checks,2023-11-22 01:16:57,closed,DO-NOT-MERGE,willingc,San Diego,staff,pyopensci.github.io,pulls
1711,Add CODEOWNERS file,2023-11-22 00:50:04,closed,,willingc,San Diego,staff,pyopensci.github.io,pulls
1712,Fix community page,2023-11-21 17:36:01,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1713,Jesse intro blog post,2023-11-21 16:49:56,closed,,kierisi,"Chicago, IL",staff,pyopensci.github.io,pulls
1714,Update advisory council,2023-11-20 23:28:49,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1715,Fix: peer review landing page,2023-11-20 23:19:41,closed,reviews-welcome,lwasser,United States,staff,pyopensci.github.io,pulls
1716,Update openomics repository_url,2023-11-06 14:11:04,closed,,andrew,"Bristol, UK",staff,pyopensci.github.io,pulls
1717,Fix: update repository url for pystiche,2023-11-06 13:53:55,closed,,andrew,"Bristol, UK",staff,pyopensci.github.io,pulls
1718,Fix astartes repository link,2023-11-02 11:52:36,closed,,andrew,"Bristol, UK",staff,pyopensci.github.io,pulls
1719,ENH: new blog post - pyOpenSci @ RSE23 BoF,2023-10-31 17:01:31,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1720,pyOpenSci partners page - overview on website,2023-10-26 16:48:08,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1721,Fix: continue on error might work,2023-10-22 20:22:30,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1722,Fix ci,2023-10-22 19:34:54,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1723,Fix: run pre-commit in action,2023-10-22 19:22:21,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1724,Update contributor and review data,2023-10-22 19:04:10,closed,,github-actions[bot],,staff,pyopensci.github.io,pulls
1725,Fix: pull job add so we don't get more apps,2023-10-03 22:03:23,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
1726,Update contributor and review data,2023-09-15 01:18:08,closed,,github-actions[bot],,staff,pyopensci.github.io,pulls
1727,Update contributor and review data,2023-09-12 00:21:06,closed,,github-actions[bot],,staff,pyopensci.github.io,pulls
